text,label
sale of cosmetic such a perfume body lotion retail sale of cosmetic such a perfume body lotion,4772
retail sale of cosmetic product selling of body lotion and body spray,4772
retail sale of stationery such a book pen pencil calculator selling of stationery,4761
chakery sale of chakery,1050
iron welding workshop making of door and window frame,2511
retail sail of farm produce such a groundnut maize coo millet wonjo selling of farm produce such a groundnut maize coo millet wonjo,4719
stationery retail sale of stationery such a book,4761
tailoring shop sewing of wearing apparel sewing of wearing apparel,1410
manufacturing metal door and windoors selling of metal door and windoors,2511
laundering shop washing and ironing of cloth,9601
guest house accomodation accomodation,5510
sewing tailoring of clothes,1410
retail sale of beverage tobacco and other food product checking of sale and ordering of item,7010
sale of cosmetic such a perfume body lotion shampoo retail sale of cosmetic such body lotion shampoo cream,4772
retail sale of cement selling cement for construction such a plastering and moulding,4752
serving fastfood such a meal and dish food such are meal and dish,5610
retail sale building material selling of building material,4752
repair of moto vehicle repair of moto vehicle,3315
iron welding workshop welding and fabricated metal workshop,2511
manufacturing of clothes and apparel except fur apparel sewing of clothes or wearing apparel,1410
animal feeding selling animal feeding,1010
retail sale of mobile phone and accessory selling of mobile phone and accessory,4741
welding workshop welding of metal door windowsmetal roof welding of door window roofing,2511
retail sale of building material selling of cement paint shovel etc,4752
craft market retail sale of clothes bead basket wrapper selling of clothes bead basket hat,4789
retail sale building material selling of paint tile locker etc,4752
sale food item such a oli onion black pepper jumbo palm oil retail sale food item such a oli onion black pepper jumbo palm oil,4719
sale of food such a bread beverage tobacco and nonfood product retail sale of food item such a breadbeverages tobacco and nonfood product,4711
repair and inflating car tire inflating car tire,4540
retail sale of beverage tobacco and other food item selling of beverage tobacco and other food item,4711
manufacturing of wearing apparel except fur apparel sewing of wearing such a turban,1410
retail sale of baobab sorghum and bean selling of sorghum bean and other food item,4721
malingnofmmetal door window gate buglar proof making of metal door window buglar proof gate,2511
retail of electrical product like socketcircler box socketcircler box,4759
retail sale of automotive fuel selling of fuel,4730
repair of moto cycle repair of moto cycle,3315
retail sale of second hand good selling of second hand cloth shoe etc,4774
carpentry workshop making of furniture mwkingnof furniture,3100
aluminium workshop making of aluminium door frame and window,2599
showing of football match showing of football match,9329
repair of moto vehicle part selling of moto vehicle part,4520
retail sale of cement selling of cement and paint,4752
retail sale of smoke fish selling of smoke fish,1020
retail sale of onion and garlic selling of onion and garlic,4721
retail sale of couch repair and maintenance of couch,1622
retail sale of beverage tobacco and other food product selling of beverage tobacco and other food product,4771
battery charging battery charging,3510
repair of bicycyles repairing of bicycle,4540
retail sale building material selling plumbing,4752
retail sale of mobile equipment selling of mobile phone cover battery and charger,4741
sale of cosmetic such a perfume retail sale of perfume and body cream,4772
nursery learning and teaching of child,8510
selling of food stuff and tobacco selling of bread and tobacco,4711
selling good and food stuff onion,4711
retail sale of cream and other item selling of face cream thread wool etc,4719
bakery baking of tapala bread baking of bread tapala,1071
retail sale of motor engine oil steer wheel cover chair bag fire extinguisher carbattries selling of car engine oil sticker chair bag steering wheel cover fire extinguisher car bat,4530
retail sale of lubricant for boat engine selling of engine oil for boat engine,4730
retail sale of beverage and bread bread and beverage,4711
restaurant selling of grill chicken,5610
retail sale of bread and beverage selling of breadbutter and tobacco,4711
renting of design pillar renting of design pillar and agro jack,4329
retail sale of bread and beverage selling of biscuit and tobacco,4711
supporting other branch inspecting the business,7010
retail sale of household material such a bucket selling of bucket and mat,4759
retail sale of electrical equipment such a ceiling fan selling of ceiling and bulb,4759
retail sale of soap and bleach sellingnof soap and bleach,4773
welding of door window buglar proof and gate wedding of door window buglar proof and gate,2511
